,slide,dataset,uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
292,034.tiff,MIDOG21,763,707,3159,NMF prometaphase,NMF prometaphase,False,False,False,False
293,034.tiff,MIDOG21,766,2773,3141,NMF prometaphase,NMF prometaphase,False,False,False,False
294,034.tiff,MIDOG21,767,3133,3331,NMF metaphase,NMF metaphase,False,False,False,False
295,034.tiff,MIDOG21,768,3757,3892,NMF prometaphase,NMF prometaphase,False,False,False,False
296,034.tiff,MIDOG21,769,4023,3780,AMF segregation,AMF segregation,True,True,True,True
297,034.tiff,MIDOG21,771,4075,3168,NMF metaphase,NMF metaphase,False,False,False,False
298,034.tiff,MIDOG21,772,4803,3633,NMF prometaphase,NMF prometaphase,False,False,False,False
299,034.tiff,MIDOG21,773,4878,3669,NMF prometaphase,NMF prometaphase,False,False,True,False
300,034.tiff,MIDOG21,774,5341,3790,NMF prometaphase,NMF prometaphase,False,False,False,False
301,034.tiff,MIDOG21,776,6813,3679,NMF prometaphase,NMF metaphase,False,False,False,False
302,034.tiff,MIDOG21,777,1806,4374,NMF metaphase,NMF metaphase,False,False,False,False
303,034.tiff,MIDOG21,779,4077,3866,AMF segregation,AMF segregation,True,True,True,True
304,034.tiff,MIDOG21,780,5139,4581,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
305,034.tiff,MIDOG21,781,4494,4067,AMF segregation,AMF segregation,True,True,True,True
306,034.tiff,MIDOG21,786,1906,4864,NMF prometaphase,NMF prometaphase,False,False,False,False
307,034.tiff,MIDOG21,787,2394,4941,NMF prometaphase,NMF prometaphase,False,False,False,False
308,034.tiff,MIDOG21,788,3461,5063,AMF segregation,NMF metaphase,True,False,True,True
309,034.tiff,MIDOG21,789,3806,5110,NMF metaphase,NMF metaphase,False,False,True,False
310,034.tiff,MIDOG21,790,4721,4965,NMF metaphase,NMF metaphase,False,False,False,False
311,034.tiff,MIDOG21,791,5214,5252,NMF metaphase,NMF metaphase,False,False,False,False
312,034.tiff,MIDOG21,793,6369,4688,NMF metaphase,NMF metaphase,False,False,False,False
313,034.tiff,MIDOG21,794,4575,5243,NMF prometaphase,AMF segregation,False,True,False,False
314,034.tiff,MIDOG21,795,3676,2535,NMF prometaphase,NMF metaphase,False,False,False,False
315,034.tiff,MIDOG21,801,2351,936,NMF prometaphase,NMF prometaphase,False,False,False,False
316,034.tiff,MIDOG21,802,490,4373,NMF metaphase,NMF metaphase,False,False,False,False
317,034.tiff,MIDOG21,807,2358,3786,NMF prometaphase,NMF prometaphase,False,False,False,False
318,034.tiff,MIDOG21,814,3663,4042,NMF metaphase,NMF metaphase,False,False,False,False
319,034.tiff,MIDOG21,817,1402,1850,NMF metaphase,NMF metaphase,False,False,True,False
320,035.tiff,MIDOG21,818,5311,191,NMF prometaphase,NMF prometaphase,False,False,False,False
321,035.tiff,MIDOG21,825,591,2993,NMF prometaphase,NMF prometaphase,False,False,False,False
322,035.tiff,MIDOG21,826,3629,3401,NMF metaphase,NMF metaphase,False,False,False,False
323,035.tiff,MIDOG21,828,1619,4502,NMF metaphase,AMF segregation,False,True,True,True
324,035.tiff,MIDOG21,829,3085,5361,NMF metaphase,NMF metaphase,False,False,False,False
325,035.tiff,MIDOG21,830,1690,2152,NMF metaphase,NMF metaphase,False,False,False,False
326,035.tiff,MIDOG21,831,3895,1545,NMF prometaphase,NMF prometaphase,False,False,False,False
327,036.tiff,MIDOG21,836,5902,1778,NMF metaphase,AMF segregation,False,True,True,True
328,036.tiff,MIDOG21,838,432,2836,NMF prometaphase,NMF prometaphase,False,False,False,False
329,036.tiff,MIDOG21,840,4604,2912,AMF other,AMF other,True,True,True,True
330,036.tiff,MIDOG21,841,6426,2471,NMF ring shape,NMF ring shape,False,False,False,False
331,036.tiff,MIDOG21,842,322,3407,NMF prometaphase,NMF ring shape,False,False,False,False
332,036.tiff,MIDOG21,846,4970,4607,NMF prometaphase,AMF segregation,False,True,True,True
333,037.tiff,MIDOG21,852,4514,2500,NMF prometaphase,NMF prometaphase,False,False,False,False
334,037.tiff,MIDOG21,854,5557,4308,NMF prometaphase,NMF metaphase,False,False,False,False
335,038.tiff,MIDOG21,861,5182,1453,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
336,038.tiff,MIDOG21,866,954,2615,NMF metaphase,NMF metaphase,False,False,False,False
337,038.tiff,MIDOG21,870,4793,3301,NMF prometaphase,NMF prometaphase,False,False,False,False
338,038.tiff,MIDOG21,871,6329,3685,NMF metaphase,NMF metaphase,False,False,False,False
339,038.tiff,MIDOG21,872,6331,3184,NMF prometaphase,NMF ring shape,False,False,False,False
340,038.tiff,MIDOG21,873,1641,4603,NMF metaphase,NMF metaphase,False,False,False,False
341,038.tiff,MIDOG21,878,2279,3331,NMF prometaphase,NMF prometaphase,False,False,False,False
342,039.tiff,MIDOG21,881,857,652,NMF prometaphase,NMF metaphase,False,False,True,False
343,039.tiff,MIDOG21,882,3787,19,AMF other,NMF anaphase-telophase,True,False,True,True
344,039.tiff,MIDOG21,883,5574,321,NMF prometaphase,NMF prometaphase,False,False,True,False
345,039.tiff,MIDOG21,884,5649,379,NMF metaphase,NMF metaphase,False,False,True,False
346,039.tiff,MIDOG21,885,6275,420,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
347,039.tiff,MIDOG21,886,6167,433,NMF metaphase,NMF metaphase,False,False,False,False
348,039.tiff,MIDOG21,888,6892,59,AMF other,NMF metaphase,True,False,True,True
349,039.tiff,MIDOG21,889,2290,1043,AMF segregation,AMF segregation,True,True,True,True
350,039.tiff,MIDOG21,890,2036,891,NMF metaphase,NMF prometaphase,False,False,False,False
351,039.tiff,MIDOG21,894,3596,1063,NMF metaphase,NMF prometaphase,False,False,False,False
352,039.tiff,MIDOG21,895,4194,1294,AMF segregation,AMF segregation,True,True,True,True
353,039.tiff,MIDOG21,897,350,1818,NMF prometaphase,NMF prometaphase,False,False,False,False
354,039.tiff,MIDOG21,898,995,2272,NMF metaphase,NMF metaphase,False,False,True,False
355,039.tiff,MIDOG21,899,1345,2062,NMF prometaphase,NMF prometaphase,False,False,False,False
356,039.tiff,MIDOG21,901,2370,1629,NMF prometaphase,NMF prometaphase,False,False,False,False
357,039.tiff,MIDOG21,903,4982,2077,NMF prometaphase,NMF metaphase,False,False,True,False
358,039.tiff,MIDOG21,904,5157,2018,NMF prometaphase,NMF prometaphase,False,False,False,False
359,039.tiff,MIDOG21,905,5727,1896,NMF prometaphase,NMF prometaphase,False,False,False,False
360,039.tiff,MIDOG21,908,6624,1764,AMF segregation,AMF segregation,True,True,True,True
361,039.tiff,MIDOG21,911,1171,2752,NMF prometaphase,AMF segregation,False,True,False,False
362,039.tiff,MIDOG21,915,3203,2829,NMF prometaphase,NMF prometaphase,False,False,False,False
363,039.tiff,MIDOG21,916,4762,2794,NMF metaphase,NMF metaphase,False,False,False,False
364,039.tiff,MIDOG21,917,5744,2648,NMF prometaphase,NMF prometaphase,False,False,False,False
365,039.tiff,MIDOG21,919,6199,3045,AMF other,NMF prometaphase,True,False,True,True
366,039.tiff,MIDOG21,921,6897,3018,AMF segregation,AMF segregation,True,True,True,True
367,039.tiff,MIDOG21,922,6880,3098,AMF other,NMF prometaphase,True,False,True,True
368,039.tiff,MIDOG21,924,548,3405,NMF prometaphase,NMF prometaphase,False,False,False,False
369,039.tiff,MIDOG21,925,1295,3462,NMF prometaphase,NMF prometaphase,False,False,False,False
370,039.tiff,MIDOG21,927,2033,3364,AMF other,NMF metaphase,True,False,True,True
371,039.tiff,MIDOG21,928,5296,3404,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
372,039.tiff,MIDOG21,929,5307,3216,NMF metaphase,NMF metaphase,False,False,False,False
373,039.tiff,MIDOG21,930,5892,3822,AMF other,AMF segregation,True,True,True,True
374,039.tiff,MIDOG21,932,333,4249,NMF prometaphase,NMF prometaphase,False,False,False,False
375,039.tiff,MIDOG21,933,1794,4549,AMF other,AMF other,True,True,True,True
376,039.tiff,MIDOG21,934,2328,4200,NMF prometaphase,NMF prometaphase,False,False,False,False
377,039.tiff,MIDOG21,938,4847,4490,AMF other,AMF segregation,True,True,True,True
378,039.tiff,MIDOG21,941,7060,4520,AMF other,AMF other,True,True,True,True
379,039.tiff,MIDOG21,944,1563,5137,AMF other,AMF other,True,True,True,True
380,039.tiff,MIDOG21,946,6246,4864,NMF prometaphase,NMF prometaphase,False,False,False,False
381,039.tiff,MIDOG21,948,6882,1235,AMF other,NMF prometaphase,True,False,True,True
382,039.tiff,MIDOG21,949,4080,312,NMF metaphase,NMF metaphase,False,False,False,False
383,040.tiff,MIDOG21,955,2293,764,NMF metaphase,NMF metaphase,False,False,False,False
384,040.tiff,MIDOG21,956,262,519,NMF metaphase,NMF metaphase,False,False,True,False
385,040.tiff,MIDOG21,958,6300,683,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
386,040.tiff,MIDOG21,962,3818,1337,NMF prometaphase,NMF metaphase,False,False,False,False
387,040.tiff,MIDOG21,963,3856,1236,AMF other,AMF other,True,True,True,True
388,040.tiff,MIDOG21,964,5072,1062,NMF prometaphase,NMF prometaphase,False,False,False,False
389,040.tiff,MIDOG21,966,4858,1817,NMF metaphase,NMF metaphase,False,False,False,False
390,040.tiff,MIDOG21,968,521,2809,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
391,040.tiff,MIDOG21,969,2458,2521,NMF metaphase,NMF metaphase,False,False,False,False
392,040.tiff,MIDOG21,970,4734,3159,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
393,040.tiff,MIDOG21,974,1268,4507,NMF prometaphase,NMF prometaphase,False,False,False,False
394,040.tiff,MIDOG21,977,3657,4192,NMF metaphase,NMF metaphase,False,False,False,False
395,040.tiff,MIDOG21,978,4613,4265,NMF prometaphase,NMF prometaphase,False,False,False,False
396,040.tiff,MIDOG21,979,6323,4266,NMF prometaphase,AMF segregation,False,True,True,True
397,040.tiff,MIDOG21,980,448,5335,NMF metaphase,NMF metaphase,False,False,False,False
398,041.tiff,MIDOG21,1014,2851,3754,NMF metaphase,NMF metaphase,False,False,False,False
399,041.tiff,MIDOG21,1015,5877,3551,NMF metaphase,NMF metaphase,False,False,False,False
400,041.tiff,MIDOG21,1017,4690,4169,NMF metaphase,NMF metaphase,False,False,False,False
401,041.tiff,MIDOG21,1018,1294,4900,NMF prometaphase,NMF prometaphase,False,False,False,False
402,043.tiff,MIDOG21,1044,3637,1478,AMF other,NMF ring shape,True,False,True,True
403,043.tiff,MIDOG21,1046,4560,2091,NMF metaphase,NMF metaphase,False,False,False,False
404,043.tiff,MIDOG21,1047,7052,1835,NMF prometaphase,NMF prometaphase,False,False,False,False
405,043.tiff,MIDOG21,1048,58,2737,AMF other,NMF prometaphase,True,False,True,True
406,043.tiff,MIDOG21,1053,7065,3239,NMF prometaphase,NMF metaphase,False,False,False,False
407,045.tiff,MIDOG21,1065,2131,618,NMF prometaphase,NMF prometaphase,False,False,False,False
408,045.tiff,MIDOG21,1068,507,3709,NMF prometaphase,NMF metaphase,False,False,False,False
409,045.tiff,MIDOG21,1070,6819,3666,NMF prometaphase,NMF prometaphase,False,False,False,False
410,045.tiff,MIDOG21,1073,1499,3614,NMF anaphase-telophase,NMF metaphase,False,False,False,False
411,045.tiff,MIDOG21,1074,2288,2237,NMF metaphase,NMF prometaphase,False,False,False,False
412,046.tiff,MIDOG21,1079,5396,1456,NMF prometaphase,NMF prometaphase,False,False,True,False
413,046.tiff,MIDOG21,1083,2335,5061,AMF bipolar assymetric,NMF prometaphase,True,False,True,True
414,046.tiff,MIDOG21,1085,3630,5007,NMF prometaphase,NMF prometaphase,False,False,False,False
415,046.tiff,MIDOG21,1086,701,4636,NMF prometaphase,NMF metaphase,False,False,False,False
416,047.tiff,MIDOG21,1091,1383,317,AMF segregation,AMF segregation,True,True,True,True
417,047.tiff,MIDOG21,1095,1716,2129,NMF anaphase-telophase,AMF bipolar assymetric,False,True,False,False
418,047.tiff,MIDOG21,1096,2921,1962,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
419,047.tiff,MIDOG21,1099,4867,2219,AMF other,AMF other,True,True,True,True
420,047.tiff,MIDOG21,1100,6629,1806,NMF prometaphase,NMF prometaphase,False,False,False,False
421,047.tiff,MIDOG21,1105,4983,3561,NMF prometaphase,NMF prometaphase,False,False,False,False
422,047.tiff,MIDOG21,1106,7021,3443,NMF prometaphase,NMF prometaphase,False,False,False,False
423,047.tiff,MIDOG21,1108,1758,4402,AMF multipolar,AMF other,True,True,True,True
424,049.tiff,MIDOG21,1126,2895,2200,NMF prometaphase,NMF prometaphase,False,False,False,False
425,049.tiff,MIDOG21,1128,4362,3081,NMF metaphase,NMF metaphase,False,False,False,False
426,049.tiff,MIDOG21,1129,6050,2507,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
427,049.tiff,MIDOG21,1131,4521,3278,NMF metaphase,NMF metaphase,False,False,False,False
428,049.tiff,MIDOG21,1135,5286,4265,NMF metaphase,NMF metaphase,False,False,False,False
429,049.tiff,MIDOG21,1136,4441,4077,NMF prometaphase,NMF prometaphase,False,False,True,False
430,049.tiff,MIDOG21,1138,2752,5215,NMF prometaphase,NMF prometaphase,False,False,False,False
431,049.tiff,MIDOG21,1139,5479,2322,NMF metaphase,NMF metaphase,False,False,False,False
432,050.tiff,MIDOG21,1144,1026,315,NMF metaphase,NMF metaphase,False,False,False,False
433,050.tiff,MIDOG21,1145,783,377,NMF anaphase-telophase,AMF other,False,True,True,True
434,050.tiff,MIDOG21,1146,3593,312,NMF metaphase,NMF metaphase,False,False,False,False
435,050.tiff,MIDOG21,1147,6829,161,NMF metaphase,NMF metaphase,False,False,False,False
436,050.tiff,MIDOG21,1148,1134,1119,NMF metaphase,NMF metaphase,False,False,False,False
437,050.tiff,MIDOG21,1151,1394,2303,AMF segregation,AMF segregation,True,True,True,True
438,050.tiff,MIDOG21,1152,1282,2078,NMF prometaphase,NMF metaphase,False,False,False,False
439,050.tiff,MIDOG21,1154,1290,1729,NMF metaphase,NMF metaphase,False,False,False,False
440,050.tiff,MIDOG21,1158,2245,2957,NMF prometaphase,NMF prometaphase,False,False,False,False
441,050.tiff,MIDOG21,1160,345,3854,AMF segregation,AMF segregation,True,True,True,True
442,050.tiff,MIDOG21,1162,2548,3406,NMF prometaphase,NMF prometaphase,False,False,False,False
443,050.tiff,MIDOG21,1164,5460,3749,NMF prometaphase,NMF prometaphase,False,False,False,False
444,050.tiff,MIDOG21,1165,4931,3133,NMF metaphase,NMF metaphase,False,False,False,False
445,050.tiff,MIDOG21,1168,1373,3986,AMF segregation,AMF segregation,True,True,True,True
446,050.tiff,MIDOG21,1170,2044,5209,AMF other,AMF other,True,True,False,True
447,050.tiff,MIDOG21,1171,5379,5173,NMF anaphase-telophase,AMF segregation,False,True,True,True
448,050.tiff,MIDOG21,1172,6076,3648,NMF prometaphase,NMF prometaphase,False,False,False,False
449,050.tiff,MIDOG21,1173,6679,3562,NMF prometaphase,NMF anaphase-telophase,False,False,True,False
450,050.tiff,MIDOG21,1175,6128,1662,NMF prometaphase,NMF prometaphase,False,False,False,False
451,054.tiff,MIDOG21,1200,4309,1325,NMF prometaphase,NMF prometaphase,False,False,True,False
452,054.tiff,MIDOG21,1203,2056,3270,NMF metaphase,NMF metaphase,False,False,False,False
453,054.tiff,MIDOG21,1204,154,4906,NMF prometaphase,NMF prometaphase,False,False,False,False
454,054.tiff,MIDOG21,1205,6154,5091,AMF other,NMF prometaphase,True,False,True,True
455,054.tiff,MIDOG21,1206,6524,4804,NMF prometaphase,NMF prometaphase,False,False,True,False
456,054.tiff,MIDOG21,1207,4043,4914,NMF prometaphase,NMF prometaphase,False,False,False,False
457,054.tiff,MIDOG21,1208,2084,3230,NMF prometaphase,NMF prometaphase,False,False,False,False
458,055.tiff,MIDOG21,1227,550,25,NMF anaphase-telophase,NMF metaphase,False,False,False,False
459,055.tiff,MIDOG21,1229,3250,141,NMF metaphase,NMF metaphase,False,False,False,False
460,055.tiff,MIDOG21,1231,4666,1679,NMF metaphase,NMF metaphase,False,False,False,False
461,056.tiff,MIDOG21,1239,6664,2316,NMF metaphase,NMF metaphase,False,False,False,False
462,056.tiff,MIDOG21,1242,3336,2851,NMF metaphase,AMF segregation,False,True,True,True
463,056.tiff,MIDOG21,1244,3420,2400,NMF prometaphase,NMF prometaphase,False,False,False,False
464,056.tiff,MIDOG21,1246,6535,3748,NMF metaphase,NMF metaphase,False,False,False,False
465,056.tiff,MIDOG21,1247,6342,3517,NMF metaphase,NMF metaphase,False,False,False,False
466,056.tiff,MIDOG21,1250,6338,4411,NMF metaphase,NMF metaphase,False,False,False,False
467,056.tiff,MIDOG21,1253,4934,4726,NMF prometaphase,NMF prometaphase,False,False,False,False
468,056.tiff,MIDOG21,1280,6296,4369,NMF prometaphase,NMF prometaphase,False,False,False,False
469,057.tiff,MIDOG21,1330,1013,256,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
470,057.tiff,MIDOG21,1334,1079,1508,NMF anaphase-telophase,AMF bipolar assymetric,False,True,False,False
471,057.tiff,MIDOG21,1339,2916,2929,NMF metaphase,NMF metaphase,False,False,False,False
472,057.tiff,MIDOG21,1340,3369,3443,NMF prometaphase,NMF prometaphase,False,False,False,False
473,057.tiff,MIDOG21,1347,5926,5059,AMF segregation,AMF other,True,True,True,True
474,057.tiff,MIDOG21,1352,4986,2292,NMF metaphase,NMF metaphase,False,False,False,False
475,057.tiff,MIDOG21,1364,3318,3691,NMF prometaphase,NMF prometaphase,False,False,False,False
476,058.tiff,MIDOG21,1379,5381,689,AMF segregation,AMF segregation,True,True,False,True
477,058.tiff,MIDOG21,1380,4726,614,AMF segregation,AMF segregation,True,True,True,True
478,058.tiff,MIDOG21,1382,4090,2021,NMF metaphase,NMF metaphase,False,False,False,False
479,058.tiff,MIDOG21,1383,4121,1676,NMF prometaphase,NMF metaphase,False,False,False,False
480,058.tiff,MIDOG21,1387,5954,2697,NMF metaphase,NMF metaphase,False,False,False,False
481,058.tiff,MIDOG21,1388,1574,3572,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
482,058.tiff,MIDOG21,1389,1031,4661,NMF prometaphase,NMF prometaphase,False,False,False,False
483,058.tiff,MIDOG21,1391,5563,3986,NMF prometaphase,NMF prometaphase,False,False,False,False
484,058.tiff,MIDOG21,1394,4832,4628,NMF metaphase,AMF segregation,False,True,True,True
485,058.tiff,MIDOG21,1395,6176,3907,NMF prometaphase,NMF prometaphase,False,False,False,False
486,058.tiff,MIDOG21,1396,1209,5180,NMF prometaphase,NMF prometaphase,False,False,False,False
487,058.tiff,MIDOG21,1399,2318,85,NMF prometaphase,NMF prometaphase,False,False,False,False
488,058.tiff,MIDOG21,1400,2284,4954,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
489,059.tiff,MIDOG21,1410,258,276,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
490,059.tiff,MIDOG21,1411,4249,703,NMF prometaphase,NMF prometaphase,False,False,False,False
491,059.tiff,MIDOG21,1412,3804,328,NMF prometaphase,AMF segregation,False,True,True,True
492,059.tiff,MIDOG21,1415,6868,581,NMF prometaphase,NMF prometaphase,False,False,False,False
493,059.tiff,MIDOG21,1425,3550,2088,AMF other,NMF prometaphase,True,False,True,True
494,059.tiff,MIDOG21,1426,6988,1783,NMF metaphase,AMF segregation,False,True,True,True
495,059.tiff,MIDOG21,1432,4551,3289,NMF metaphase,NMF metaphase,False,False,False,False
496,059.tiff,MIDOG21,1433,4887,3754,NMF prometaphase,NMF prometaphase,False,False,False,False
497,059.tiff,MIDOG21,1439,3008,4942,NMF prometaphase,NMF prometaphase,False,False,False,False
498,059.tiff,MIDOG21,1445,36,1673,NMF prometaphase,NMF metaphase,False,False,False,False
499,059.tiff,MIDOG21,1456,1060,5075,NMF prometaphase,NMF prometaphase,False,False,False,False
500,060.tiff,MIDOG21,1467,393,1368,NMF metaphase,NMF metaphase,False,False,False,False
501,060.tiff,MIDOG21,1474,6483,930,NMF prometaphase,NMF metaphase,False,False,False,False
502,060.tiff,MIDOG21,1476,4229,1980,NMF prometaphase,NMF prometaphase,False,False,False,False
